,keyword,dbpedia_score
705,lal_mahal,0.0
706,cowpea,0.0
707,labour_movement,0.0
708,cock,0.0
709,hatta,0.0
710,arena,0.0
711,poil,0.0
712,sengupta,0.0
713,dhak,0.0
714,white_eye,0.0
715,buck,0.0
716,maximum_retail_price,0.0
717,sangai,0.0
718,dada,0.0
719,ecotour,0.0
720,pepsin,0.0
721,hot_water,0.0
722,water_spring,0.0
723,other_backward_class,0.0
724,datura,0.0
725,mini,0.0
726,mediterranean_region,0.0
727,coal_miner,0.0
728,sesamum,0.0
729,ajith,0.0
730,ninan,0.0
731,scyth,0.0
732,cabinet_mission,0.0
733,turani,0.0
734,gharana,0.0
735,low_carbon,0.0
736,sunspot,0.0
737,mast,0.0
738,bore_well,0.0
739,ghaghara,0.0
740,chickpea,0.0
741,insat,0.0
742,watr,0.0
743,kashipur,0.0
744,gods,0.0
745,jackal,0.0
746,kesari,0.0
747,fish_farm,0.0
748,bandhara,0.0
749,jet_plane,0.0
750,pod,0.0
751,hoga,0.0
752,rope,0.0
753,dark_night,0.0
754,void_deck,0.0
755,salal,0.0
756,sial,0.0
757,khambat,0.0
758,goebbel,0.0
759,samata,0.0
760,masol,0.0
761,mous,0.0
762,extent,0.0
763,mui,0.0
764,timur,0.0
765,plutonium,0.0
766,low_wage,0.0
767,vitamin_k,0.0
768,h_s,0.0
769,gibson,0.0
770,cross_cut,0.0
771,aceton,0.0
772,purana_qila,0.0
773,seed_leaf,0.0
774,stopwatch,0.0
775,champaran,0.0
776,up_boy,0.0
777,charan_raj,0.0
778,ibf,0.0
779,coca_cola,0.0
780,sant_kabir,0.0
781,djinn,0.0
782,fair_trial,0.0
783,greek_god,0.0
784,madhuca,0.0
785,attock,0.0
786,seismograph,0.0
787,netherland,0.0
788,yadu,0.0
789,ghazzali,0.0
790,medal,0.0
791,imprison,0.0
792,market_survey,0.0
793,extra_curricular,0.0
794,seep,0.0
795,three_point,0.0
796,vinegar,0.0
797,leech,0.0
798,khandesh,0.0
799,collagen,0.0
800,mawsynram,0.0
801,world_map,0.0
802,baran_district,0.0
803,ballabhgarh,0.0
804,cul_de_sac,0.0
805,gramdan,0.0
806,limpopo,0.0
807,amphetamin,0.0
808,andrea,0.0
809,rebmann,0.0
810,safranin,0.0
811,premier,0.0
812,tendon,0.0
813,regret,0.0
814,terror,0.0
815,scream,0.0
816,myopic,0.0
817,mitochondrion,0.0
818,bohemia,0.0
819,pac,0.0
820,pantulu,0.0
821,fair_play,0.0
822,hopeless,0.0
823,kandla,0.0
824,burqa,0.0
825,napoleon_bonapart,0.0
826,micro_nutrient,0.0
827,surat,0.0
828,kadi,0.0
829,jnaneshwar,0.0
830,control_knob,0.0
831,puran,0.0
832,ganga_river,0.0
833,british_council,0.0
834,indi,0.0
835,g_c,0.0
836,barn,0.0
837,alag,0.0
838,academi,0.0
839,jug,0.0
840,irishman,0.0
841,reichstag,0.0
842,victorian_britain,0.0
843,hunsgi,0.0
844,reindeer,0.0
845,phase,0.0
846,marker,0.0
847,mithankot,0.0
848,hurri,0.0
849,kinet,0.0
850,pseudopod,0.0
851,knee_pain,0.0
852,nter,0.0
853,ionic,0.0
854,strang,0.0
855,tarik,0.0
856,deep_lake,0.0
857,pyre,0.0
858,abul_fazl,0.0
859,nuclear_power,0.0
860,kanpur,0.0
861,madgaon,0.0
862,ranthambhor,0.0
863,scale_factor,0.0
864,vishvamitra,0.0
865,bed_sheet,0.0
866,kudremukh,0.0
867,food_colour,0.0
868,red_planet,0.0
869,hand_span,0.0
870,checker,0.0
871,short_hand,0.0
872,thermo,0.0
873,col,0.0
874,polar_region,0.0
875,shudra,0.0
876,upset,0.0
877,honour,0.0
878,local_wind,0.0
879,dutt,0.0
880,annex,0.0
881,concord,0.0
882,beater,0.0
883,hockey_field,0.0
884,yama,0.0
885,vitamin_b3,0.0
886,imli,0.0
887,queen_ant,0.0
888,turk,0.0
889,cinema_poster,0.0
890,fermat,0.0
891,guru_nanak_s_birthday,0.0
892,qandahar,0.0
893,bakhshi,0.0
894,thiru__vi__ka,0.0
895,toss_a_coin,0.0
896,recip,0.0
897,raju,0.0
898,sweep,0.0
899,kilowatt_hour,0.0
900,sea_cave,0.0
901,death_rate,0.0
902,holkar,0.0
903,ander,0.0
904,compass,0.0
905,kho_kho,0.0
906,arghun,0.0
907,ip,0.0
908,ir,0.0
909,black_reaction,0.0
910,mandavi,0.0
911,desert_fox,0.0
912,aai,0.0
913,mey,0.0
914,a__mellifera,0.0
915,root_hair,0.0
916,uss,0.0
917,scribe,0.0
918,idea,0.0
919,ping_pong,0.0
920,veg,0.0
921,euthanasia,0.0
922,mahant,0.0
923,wangari_maathai,0.0
