,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,radial_velocity,radial_velocity_error,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,dist
0,337177408301862784,40.55055627130481,0.0726807842609671,42.78634738855989,0.050710141077442,1.8719566902184157,0.08994699844196,0.7396777452927195,0.1105365436680965,-6.611657320779389,0.0948751715879432,10.018776,,,Gaia DR2 337177408301862784,40.5505519318023,42.7863758554177,1.872,0.74,-6.612,0.0,2.024486410225667e-09
1,337177404005543552,40.556082557507,0.0773804835839032,42.77792952805327,0.0579652453154143,1.9940473887488168,0.0991910920023294,-0.6349228913502276,0.1213336034249651,-6.896554613147542,0.1105860240714349,8.802774,,,Gaia DR2 337177404005543552,40.5560862819329,42.7779592215522,1.994,-0.635,-6.897,0.0,1.9461078793396333e-09
2,337177373942124672,40.57884074561054,0.060421507666416,42.78019110762192,0.039774697639946,1.9237394999405244,0.0732417903746557,0.0490071128460993,0.0914637207585605,-5.589021568652715,0.0916802457088786,12.394317,-12.153871992040925,4.432367666170795,Gaia DR2 337177373942124672,40.57884045812679,42.7802151714648,1.9237,0.049,-5.589,-12.15,8.937003932510394e-11
3,337176618028304128,40.58704731636266,0.0602717896762654,42.77845269593325,0.0421441246250651,0.6604867357750351,0.0753179397035671,3.2810874451149923,0.0978711536246683,5.3783967898093525,0.096793885602108,15.343011,,,Gaia DR2 337176618028304128,40.5870280695216,42.7784295389455,0.6605,3.281,5.378,0.0,1.7513805065924861e-09
4,337176549308410752,40.59228414796736,0.0823701409994705,42.76013370404234,0.0561064712695079,2.051609833659636,0.1003821622012304,1.78583413955816,0.1293735100893254,-5.367981222900212,0.1080336720675796,8.872074,,,Gaia DR2 337176549308410752,40.592273675364,42.7601568161832,2.0516,1.786,-5.368,0.0,7.159656422484674e-10
5,337176583668152448,40.57807647301863,0.0416195104967478,42.75260209682559,0.0290869798473647,1.1410181544539992,0.0521178001173603,-14.469173288568886,0.0635283949375896,-4.723337709320459,0.05604257210501,14.2539,,,Gaia DR2 337176583668152448,40.578161313759,42.7526224333872,1.141,-14.469,-4.723,0.0,1.588571623188429e-09
6,337153115966851328,40.57088577176076,0.0522914644379662,42.74330539471714,0.0376668847362773,0.1284658878766088,0.0679132693223972,0.3447926272321059,0.0809525521177959,0.1652873395811477,0.0863946188475957,15.104812,,,Gaia DR2 337153115966851328,40.5708837503554,42.7433046830633,0.1285,0.345,0.165,0.0,1.525747273209831e-09
7,337176652387618432,40.61392955291045,0.0510042636284123,42.77362194747501,0.0366329671834957,0.4214469003837082,0.0644827612228525,3.8075365339035705,0.0797829697873772,-2.5127893718140357,0.0682350786889525,15.020187,,,Gaia DR2 337176652387618432,40.6139072196519,42.7736327664271,0.4214,3.808,-2.513,0.0,2.1910492226606203e-09
8,337176648091300736,40.61560277252408,0.0730891627783778,42.77112851840901,0.0492618615171212,2.2112387386442225,0.0718089056346861,1.77930062193357,0.1058090285603767,-3.1966442044313466,0.0940770112645718,12.233851,-5.861064583705145,2.7518332734584243,Gaia DR2 337176648091300736,40.615592336384495,42.7711422817377,0.0,0.0,0.0,0.0,1.5751770583200716e-05
9,337176446229194752,40.61360560456992,0.0871746008791971,42.75804396955602,0.0625566114275891,2.1036587585110365,0.1084520180438701,0.920672193155826,0.1339813403392836,-5.576426781767088,0.1191795535812058,9.312699,,,Gaia DR2 337176446229194752,40.6136002056869,42.7580679791712,2.1037,0.921,-5.576,0.0,2.315900171562576e-09
