,ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
0,6146445,comment,6143604.0,6143604.0,1,0,kokakola,,,does this work for custom cards?,1375444730.0
1,6146444,comment,6146279.0,6146432.0,6,0,MattJ100,,,"<a href=""http://www.indiegogo.com/projects/portpilot-charge-with-speed-and-security"" rel=""nofollow"">http://www.indiegogo.com/projects/portpilot-charge-with-spee...</a> :)<p>(not affiliated)",1375444724.0
2,6146442,comment,6144612.0,6146007.0,0,0,rimantas,,,"Yeah, there is no value in consistency.",1375444698.0
3,6146441,comment,6146387.0,6146387.0,16,0,Jeremy1026,,,It&,
4,6146440,story,,,1,0,osama271595,  ,http://www.7iaty.com/game287,"  <p> , ,<p>http://www.7iaty.com/game287",1375444656.0
5,6146439,story,,,1,0,tshtf,CFAA violations key to 2012 Obama victory?,http://www.zdnet.com/cfaa-violations-key-to-2012-obama-victory-7000018873/,,1375444653.0
6,6146438,story,,,2,0,jqueryin,Google Analytics Launches Real Time API In Beta,http://analytics.blogspot.com/2013/08/google-analytics-launches-real-time-api.html?,,1375444626.0
7,6146437,story,,,2,1,GFuller,Robotic helicopter team sets sights on impossible mission,http://phys.org/news/2013-08-robotic-helicopter-team-sights-impossible.html,,1375444551.0
8,6146436,comment,6146279.0,6146279.0,3,0,Someone,,,Why only those you don&,
9,6146435,story,,,1,0,wikiburner,"Warren Buffett Huge Fan of Breaking Bad, Says Walter White a ""Great Businessman""","http://www.avclub.com/articles/warren-buffet-a-huge-fan-of-breaking-bad-thinks-wa,101074/",,1375444542.0
10,6146434,comment,6145261.0,6145261.0,1,0,Tomis02,,,"I always find myself procrastinating when I think the work I have to do will get me bored out of my mind, so I don&",
11,6146433,comment,6144050.0,6146180.0,2,0,tincholio,,,> (n / m) < (n - 1) / m.<p>Looks like you got that reversed,1375444471.0
12,6146432,comment,6146279.0,6146279.0,17,0,msy,,,I&,
13,6146431,comment,6146279.0,6146424.0,4,0,threeseed,,,It has been introduced in the latest iOS 7 beta 4 and asks if you want to trust each computer it is connected to.,1375444383.0
14,6146430,comment,6145261.0,6145311.0,2,0,lucb1e,,,"> If you believe the stats on worker productivity that get tossed around here, 3 hours a day of solid work isn&",
