,ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
0,7616290,comment,7613589.0,7615092.0,1,0,thaumasiotes,,,Being young very much is aspirational. The fact that you can&,
1,7616289,comment,7614742.0,7616165.0,2,0,ttty,,,Love the minimalist flat design,1397984383.0
2,7616288,comment,7615273.0,7615779.0,1,0,higherpurpose,,,"And do you think that makes it inherently less secure than a &quot;free-for-all&quot; system? I think the point of the blockchain is to <i>remove trust</i> and become trustless, while the point of something like this is to keep the trust system, but actually give you some choice of who you trust. It seems a little better, but I think trustless authentication (as in no 3rd party required) would be preferred.",1397984264.0
3,7616287,comment,7616135.0,7616135.0,1,0,ColinWright,,,"Also submitted yesterday:\n<a href=""https://news.ycombinator.com/item?id=7613813"" rel=""nofollow"">https://news.ycombinator.com/item?id=7613813</a><p>There were no up-votes, and no discussion.  But to be honest, who is going going to watch a 90 minute video without any kind of transcript to give a hint as to whether there&",
4,7616286,story,,,2,2,pallavkaushish,Ask HN: Side projects for marketing guy?,,I feel like doing more with my time. Currently I give >12 hours a day to my company&,
5,7616284,comment,7613752.0,7616108.0,2,0,rakoo,,,"Spammers believe that secondary MXs are set up &quot;in case of emergency&quot;, so they must have less restrictions on what goes in (so you don&",
6,7616283,comment,7613589.0,7614845.0,2,0,thaumasiotes,,,"I live in Shanghai -- there are plenty of ads using Asian models, but (to my mind) a weirdly high number using white models.",1397984135.0
7,7616282,comment,7615750.0,7616170.0,2,0,nrc,,,"I actually used enumerate in an earlier version of this post, but in the case I used it didn&",
8,7616281,comment,7615820.0,7615820.0,0,0,Someone,,,"Very nice demo, but still very far from a useful aid.<p>- it cannot, I guess, screw on that lid (if it could, they would have demoed it)<p>- does it work on slightly uneven flooring?<p>- battery live? Anybody&",
9,7616280,comment,7615365.0,7615870.0,2,0,n8m,,,Thanks for that great tool! You&,
10,7616279,comment,7613543.0,7614375.0,6,0,scotty79,,,I tried building an app in MFC after programming in Delphi/Borland C++ Builder. And my reaction was &quot;Nope. ... Nope. Nope.&quot;<p>I was overwhelmed by the feeling that designer of MFC doesn&,
11,7616278,comment,7615273.0,7615972.0,2,0,higherpurpose,,,"From Moxie:<p><i>&quot;Convergence is blocking on TACK, which is blocking on browser vendors.&quot;</i><p><a href=""https://twitter.com/moxie/status/451020203099299840"" rel=""nofollow"">https://twitter.com/moxie/status/451020203099299840</a>",1397984024.0
12,7616277,comment,7615271.0,7615271.0,4,0,JanezStupar,,,What I wan to know is why Tony called the author two years after Kubrick&,
13,7616276,comment,7615935.0,7616159.0,5,0,codezero,,,"I have ADD, I am conscious of my lack of eye contact, but I am actually a great communicator.<p>All of human behavior occupies a wide spectrum. It&",
14,7616275,story,,,8,6,Two9A,DNS breakage at Samsung.com,,A friend of mine noticed that there was no A record for samsung.com; it turns out there&,
15,7616274,comment,7615273.0,7615461.0,2,0,rwallace,,,"If Namecoin is anywhere near as insecure as Bitcoin, it&",
16,7616273,comment,7615300.0,7615602.0,1,0,m_c,,,"London makes this information available, allowing the sort of visualisation you suggest [1]. As you say, it&",
17,7616272,comment,7615903.0,7616223.0,2,0,Dylan16807,,,"I see you ignored the second sentence of the post.  Try reading it, it answers your question.",1397983856.0
18,7616271,comment,7613783.0,7615473.0,2,0,namenotrequired,,,"No paywall for me, but does this link work maybe? This has gotten me around paywalls before.<p><a href=""https://www.google.nl/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0CCwQqQIwAA&url=http%3A%2F%2Fwww.ft.com%2Fcms%2Fs%2F2%2F9c8d9f7c-c000-11e3-9513-00144feabdc0.html&ei=HopTU-6mIcneOY37gPgK&usg=AFQjCNFGkxisCUnzEuNEal1HIcQ8jFWN9Q&bvm=bv.65058239,d.ZWU"" rel=""nofollow"">https://www.google.nl/url?sa=t&rct=j&q=&esrc=s&source=web&cd...</a>",1397983836.0
19,7616270,story,,,82,32,Tsiolkovsky,Learn How to Contribute to the Linux Kernel: Take the Eudyptula Challenge,http://www.linux.com/news/featured-blogs/200-libby-clark/770112-learn-how-to-contribute-to-the-linux-kernel-take-the-eudyptula-challenge,,1397983826.0
20,7616269,comment,7615273.0,7615273.0,5,0,eps,,,Just make sure you still check revocation of code signing certificates. Otherwise you will end up running malware that is signed with a legit key they got off my stolen Windows laptop.,1397983781.0
21,7616268,comment,7615750.0,7616260.0,2,0,nrc,,,"It was a design decision made long ago and seems to have stuck (although is slightly less extreme than it used to be). I also used to hate the abbreviation, but I find you get used to it quickly and after a few weeks it doesn&",
22,7616267,comment,7615121.0,7615121.0,7,0,graeham,,,"Commercial divers functionally live underwater for up to weeks at a time <a href=""http://en.wikipedia.org/wiki/Saturation_diving"" rel=""nofollow"">http://en.wikipedia.org/wiki/Saturation_diving</a>",1397983683.0
23,7616266,story,,,4,0,AdrianRossouw,A Field Guide to Microservices – April 2014 Edition,http://wayfinder.co/pathways/53536427f7040a11002ae407/a-field-guide-to-microservices-april-2014-edition,,1397983677.0
24,7616265,comment,7616132.0,7616132.0,2,0,pixelcort,,,"Bug Tracker in Git<p>Bugs are plain text files in the same git repo as code.<p>GUI for QA staff to commit new and updated bugs into branches, or to create pull request containing new/updated bug.<p>When developer fixes bug, they can update the status and assignee in the same commit as the code fix.<p>GUI to see which branches contain the bug fix, etc.<p>PR diff clearly shows which bug(s) have been fixed.",1397983474.0
25,7616264,comment,7615273.0,7616013.0,3,0,cpach,,,"For those interested, here’s the latest update from the TACK mailing list: <a href=""http://slexy.org/view/s20UsKEoRm"" rel=""nofollow"">http://slexy.org/view/s20UsKEoRm</a> (January 2014)",1397983456.0
26,7616263,comment,7615121.0,7616255.0,3,0,mike-cardwell,,,My understanding is that they&,
27,7616262,story,,,2,0,xmen,Measuring App Install campaign’s effectiveness,http://www.paytm.com/blog/measuring-app-install-campaigns-effectiveness/,,1397983355.0
28,7616261,comment,7615271.0,7615271.0,2,0,cf,,,"I remember about this time last year seeing the Kubrick exhibit at LACMA <a href=""http://www.lacma.org/art/exhibition/stanley-kubrick"" rel=""nofollow"">http://www.lacma.org/art/exhibition/stanley-kubrick</a>. They had many of the items mentioned in this article. So you can see the index cards about Napoleon.<p>Oddly, the article doesn&",
29,7616260,comment,7615750.0,7615750.0,8,0,shmerl,,,"What is the reason for using overly minimalistic, assembly style keywords like fn, str etc? Even C++ doesn&",
30,7616259,comment,7613543.0,7613543.0,2,0,mrsaint,,,Why? Because it cannot just die yet! One of my most frequently used Windows app is in Delphi. Total Commander. ;),1397983046.0
31,7616258,comment,7615273.0,7615763.0,1,0,dwightgunning,,,I guess that&,
32,7616257,comment,7615935.0,7616159.0,4,0,rwallace,,,It&,
33,7616256,comment,7615935.0,7616027.0,1,0,wuster,,,"At a small company, there&",
34,7616255,comment,7615121.0,7616211.0,2,0,MarcScott,,,"To be fair, BBC.com isn&",
35,7616254,comment,7615273.0,7615273.0,4,0,AhtiK,,,"My quick write-up on this from few days ago, <a href=""http://www.ahtik.com/blog/startssl-revocation-fees-will-not-matter-and-ssl-certs-are-funky_u1g8E/"" rel=""nofollow"">http://www.ahtik.com/blog/startssl-revocation-fees-will-not-...</a><p>Yes, revoke is broken by design, especially with mobile and Chrome browser. I&",
36,7616253,comment,7613543.0,7615287.0,1,0,edwinyzh,,,Re ,
37,7616252,comment,7615935.0,7616086.0,3,0,wuster,,,Sometimes it&,
38,7616251,comment,7615399.0,7616040.0,2,0,masklinn,,,"Well yeah but Europe is 240V 16A (or more, but 16A is typical).",1397982794.0
39,7616250,comment,7615903.0,7616121.0,2,0,philtar,,,"<a href=""http://www.bernardfoods.com/foodservice/beverages/images/dehydatedwater.gif"" rel=""nofollow"">http://www.bernardfoods.com/foodservice/beverages/images/deh...</a>",1397982764.0
40,7616249,comment,7615903.0,7616223.0,2,0,mafro,,,"Presumably it would be delivered in tablet form, to which you could just add water to dissolve it.",1397982727.0
41,7616248,comment,7615273.0,7616176.0,1,0,captainmuon,,,Exactly. If I&,
42,7616246,comment,7616132.0,7616232.0,1,0,livestyle,,,Could you expand on this idea?,1397982581.0
43,7616245,comment,7615903.0,7616121.0,4,0,MertsA,,,...No you can&,
