,resource,consumer
1154,MEGANYCTIPHANES_NORVEGICA,MACROURUS_BERGLAX
1155,OPHIOPHOLIS_ACULEATA,MACROURUS_BERGLAX
1156,OPHIACANTHA_BIDENTATA,MACROURUS_BERGLAX
1157,OPHIOPLEURA_BOREALIS,MACROURUS_BERGLAX
1158,OPHIOSCOLEX_GLACIALIS,MACROURUS_BERGLAX
1159,OPHIOCTEN_SERICEUM,MACROURUS_BERGLAX
1160,OPHIURA_SP,MACROURUS_BERGLAX
1161,OSTRACODA_INDET,MACROURUS_BERGLAX
1162,PANDALUS_BOREALIS,MACROURUS_BERGLAX
1163,POLYCHAETA,MACROURUS_BERGLAX
1164,REINHARDTIUS_HIPPOGLOSSOIDES,MACROURUS_BERGLAX
1165,STRONGYLOCENTROTUS_SP,MACROURUS_BERGLAX
1166,THYSANOESSA_INERMIS,MACROURUS_BERGLAX
1167,THYSANOESSA_RASCHII,MACROURUS_BERGLAX
1168,AUTOTHROPH_FLAGELLAT,MACOMA_SP
1169,PHYTOPLANKTON_INDET,MACOMA_SP
1170,DETRITUS,MALDANE_SARSI
1171,CALANUS_FINMARCHICUS,MALLOTUS_VILLOSUS
1172,CALANUS_GLACIALIS,MALLOTUS_VILLOSUS
1173,CALANUS_HYPERBOREUS,MALLOTUS_VILLOSUS
1174,MALLOTUS_VILLOSUS,MALLOTUS_VILLOSUS
1175,METRIDIA_LONGA,MALLOTUS_VILLOSUS
1176,OIKOPLEURA_SPP,MALLOTUS_VILLOSUS
1177,OITHONA_SPINIROSTRIS/ATLANTICA,MALLOTUS_VILLOSUS
1178,ONCAEA_BOREALIS,MALLOTUS_VILLOSUS
1179,PAREUCHAETA_NORVEGICA,MALLOTUS_VILLOSUS
1180,PAREUCHAETA_SPP,MALLOTUS_VILLOSUS
1181,PSEUDOCALANUS_SPP,MALLOTUS_VILLOSUS
1182,THEMISTO_ABYSSORUM,MALLOTUS_VILLOSUS
1183,THEMISTO_LIBELLULA,MALLOTUS_VILLOSUS
1184,THYSANOESSA_INERMIS,MALLOTUS_VILLOSUS
1185,THYSANOESSA_RASCHII,MALLOTUS_VILLOSUS
1186,ACARTIA_SPP,MAUROLICUS_MUELLERI
1187,FISH_LARVAE,MAUROLICUS_MUELLERI
1188,METRIDIA_LUCENS,MAUROLICUS_MUELLERI
1189,NEMATOSCELIS_MEGALOPS,MAUROLICUS_MUELLERI
1190,ONCAEA_BOREALIS,MAUROLICUS_MUELLERI
1191,OSTRACODA_INDET,MAUROLICUS_MUELLERI
1192,ACARTIA_SPP,MEGANYCTIPHANES_NORVEGICA
1193,AUTOTHROPH_FLAGELLAT,MEGANYCTIPHANES_NORVEGICA
1194,CALANUS_FINMARCHICUS,MEGANYCTIPHANES_NORVEGICA
1195,CALANUS_GLACIALIS,MEGANYCTIPHANES_NORVEGICA
1196,CALANUS_HYPERBOREUS,MEGANYCTIPHANES_NORVEGICA
1197,DETRITUS,MEGANYCTIPHANES_NORVEGICA
1198,DIATOM,MEGANYCTIPHANES_NORVEGICA
1199,FORAMINIFERA,MEGANYCTIPHANES_NORVEGICA
1200,HETEROTROPH_FLAGELLAT,MEGANYCTIPHANES_NORVEGICA
1201,METRIDIA_LONGA,MEGANYCTIPHANES_NORVEGICA
1202,MICROCALANUS_SPP,MEGANYCTIPHANES_NORVEGICA
1203,OITHONA_SPINIROSTRIS/ATLANTICA,MEGANYCTIPHANES_NORVEGICA
1204,PSEUDOCALANUS_SPP,MEGANYCTIPHANES_NORVEGICA
1205,AMMODYTES_SPP,MEGAPTERA_NOVAEANGLIAE
1206,BOREOGADUS_SAIDA,MEGAPTERA_NOVAEANGLIAE
1207,CALANUS_FINMARCHICUS,MEGAPTERA_NOVAEANGLIAE
1208,CALANUS_GLACIALIS,MEGAPTERA_NOVAEANGLIAE
1209,CALANUS_HYPERBOREUS,MEGAPTERA_NOVAEANGLIAE
1210,CLUPEA_HARENGUS,MEGAPTERA_NOVAEANGLIAE
1211,FISH_LARVAE,MEGAPTERA_NOVAEANGLIAE
1212,GADUS_MORHUA,MEGAPTERA_NOVAEANGLIAE
1213,GLYPTOCEPHALUS_CYNOGLOSSUS,MEGAPTERA_NOVAEANGLIAE
1214,MALLOTUS_VILLOSUS,MEGAPTERA_NOVAEANGLIAE
1215,MEGANYCTIPHANES_NORVEGICA,MEGAPTERA_NOVAEANGLIAE
1216,MELANOGRAMMUS_AEGLEFINUS,MEGAPTERA_NOVAEANGLIAE
1217,MICROMESISTIUS_POUTASSOU,MEGAPTERA_NOVAEANGLIAE
1218,POLLACHIUS_VIRENS,MEGAPTERA_NOVAEANGLIAE
1219,REINHARDTIUS_HIPPOGLOSSOIDES,MEGAPTERA_NOVAEANGLIAE
1220,SCOMBER_SCOMBRUS,MEGAPTERA_NOVAEANGLIAE
1221,SEBASTES_MARINUS,MEGAPTERA_NOVAEANGLIAE
1222,SEBASTES_MENTELLA,MEGAPTERA_NOVAEANGLIAE
1223,SEBASTES_SPP,MEGAPTERA_NOVAEANGLIAE
1224,THEMISTO_ABYSSORUM,MEGAPTERA_NOVAEANGLIAE
1225,THEMISTO_LIBELLULA,MEGAPTERA_NOVAEANGLIAE
1226,THYSANOESSA_INERMIS,MEGAPTERA_NOVAEANGLIAE
1227,THYSANOESSA_LONGICAUDATA,MEGAPTERA_NOVAEANGLIAE
1228,THYSANOESSA_RASCHII,MEGAPTERA_NOVAEANGLIAE
1229,ACTINIARIA_G_SP,MELANOGRAMMUS_AEGLEFINUS
1230,AMMODYTES_SPP,MELANOGRAMMUS_AEGLEFINUS
1231,APHERUSA_GLACIALIS,MELANOGRAMMUS_AEGLEFINUS
1232,ARCTOZENUS_RISSO,MELANOGRAMMUS_AEGLEFINUS
1233,ARRHIS_PHYLLONYX,MELANOGRAMMUS_AEGLEFINUS
1234,ARTEDIELLUS_ATLANTICUS,MELANOGRAMMUS_AEGLEFINUS
1235,ASTERIAS_RUBENS,MELANOGRAMMUS_AEGLEFINUS
1236,ASTARTE_SP,MELANOGRAMMUS_AEGLEFINUS
1237,BALANUS_SP,MELANOGRAMMUS_AEGLEFINUS
1238,BATHYARCA_GLACIALIS,MELANOGRAMMUS_AEGLEFINUS
1239,BENTHOSEMA_GLACIALE,MELANOGRAMMUS_AEGLEFINUS
1240,BEROË_SP,MELANOGRAMMUS_AEGLEFINUS
1241,BOLINOPSIS_INFUNDIBULUM,MELANOGRAMMUS_AEGLEFINUS
1242,BOREOGADUS_SAIDA,MELANOGRAMMUS_AEGLEFINUS
1243,BUCCINUM_SP,MELANOGRAMMUS_AEGLEFINUS
1244,CALANUS_FINMARCHICUS,MELANOGRAMMUS_AEGLEFINUS
1245,CALANUS_GLACIALIS,MELANOGRAMMUS_AEGLEFINUS
1246,CALANUS_HYPERBOREUS,MELANOGRAMMUS_AEGLEFINUS
1247,CHAETOZONE_SP,MELANOGRAMMUS_AEGLEFINUS
1248,CLUPEA_HARENGUS,MELANOGRAMMUS_AEGLEFINUS
1249,COLUS_SP,MELANOGRAMMUS_AEGLEFINUS
1250,CROSSASTER_PAPPOSUS,MELANOGRAMMUS_AEGLEFINUS
1251,CTENODISCUS_CRISPATUS,MELANOGRAMMUS_AEGLEFINUS
1252,CUCUMARIA_FRONDOSA,MELANOGRAMMUS_AEGLEFINUS
1253,ERYTHROPS_SP,MELANOGRAMMUS_AEGLEFINUS
1254,EUKROHNIA_HAMATA,MELANOGRAMMUS_AEGLEFINUS
1255,FISH_LARVAE,MELANOGRAMMUS_AEGLEFINUS
1256,GADUS_MORHUA,MELANOGRAMMUS_AEGLEFINUS
1257,GAMMARIDAE_INDET,MELANOGRAMMUS_AEGLEFINUS
1258,GAMMARUS_WILKITZKII,MELANOGRAMMUS_AEGLEFINUS
1259,HELIOMETRA_GLACIALIS,MELANOGRAMMUS_AEGLEFINUS
1260,HETEROMASTUS_FILIFORMIS,MELANOGRAMMUS_AEGLEFINUS
1261,HIPPOGLOSSOIDES_PLATESSOIDES,MELANOGRAMMUS_AEGLEFINUS
1262,HYAS_SP,MELANOGRAMMUS_AEGLEFINUS
1263,LEPTAGONUS_DECAGONUS,MELANOGRAMMUS_AEGLEFINUS
1264,LEPTOCLINUS_MACULATUS,MELANOGRAMMUS_AEGLEFINUS
1265,LUMPENUS_LAMPRETAEFORMIS,MELANOGRAMMUS_AEGLEFINUS
1266,MACOMA_SP,MELANOGRAMMUS_AEGLEFINUS
1267,MALDANE_SARSI,MELANOGRAMMUS_AEGLEFINUS
1268,MALLOTUS_VILLOSUS,MELANOGRAMMUS_AEGLEFINUS
1269,MEGANYCTIPHANES_NORVEGICA,MELANOGRAMMUS_AEGLEFINUS
1270,MELANOGRAMMUS_AEGLEFINUS,MELANOGRAMMUS_AEGLEFINUS
1271,MENDICULA_FERRUGINOSA,MELANOGRAMMUS_AEGLEFINUS
1272,MERTENSIA_OVUM,MELANOGRAMMUS_AEGLEFINUS
1273,METRIDIA_LONGA,MELANOGRAMMUS_AEGLEFINUS
1274,MICROMESISTIUS_POUTASSOU,MELANOGRAMMUS_AEGLEFINUS
1275,MOLPADIA_BOREALIS,MELANOGRAMMUS_AEGLEFINUS
1276,MYOXOCEPHALUS_SCORPIUS,MELANOGRAMMUS_AEGLEFINUS
1277,NEPHTHEIDAE_SP,MELANOGRAMMUS_AEGLEFINUS
1278,ONISIMUS_GLACIALIS,MELANOGRAMMUS_AEGLEFINUS
1279,ONISIMUS_NANSENI,MELANOGRAMMUS_AEGLEFINUS
1280,OPHIOPHOLIS_ACULEATA,MELANOGRAMMUS_AEGLEFINUS
1281,OPHIACANTHA_BIDENTATA,MELANOGRAMMUS_AEGLEFINUS
1282,OPHIOPLEURA_BOREALIS,MELANOGRAMMUS_AEGLEFINUS
1283,OPHIOSCOLEX_GLACIALIS,MELANOGRAMMUS_AEGLEFINUS
1284,OPHIOCTEN_SERICEUM,MELANOGRAMMUS_AEGLEFINUS
1285,OPHIURA_SP,MELANOGRAMMUS_AEGLEFINUS
1286,OSTRACODA_INDET,MELANOGRAMMUS_AEGLEFINUS
1287,PAGURUS_SP,MELANOGRAMMUS_AEGLEFINUS
1288,PANDALUS_BOREALIS,MELANOGRAMMUS_AEGLEFINUS
1289,POLYCHAETA,MELANOGRAMMUS_AEGLEFINUS
1290,PONTOPHILUS_NORVEGICUS,MELANOGRAMMUS_AEGLEFINUS
1291,PONTASTER_TENUISPINUS,MELANOGRAMMUS_AEGLEFINUS
1292,PRIONOSPIO_CIRRIFERA,MELANOGRAMMUS_AEGLEFINUS
1293,RHACHOTROPIS_SP,MELANOGRAMMUS_AEGLEFINUS
1294,SABINEA_SP,MELANOGRAMMUS_AEGLEFINUS
1295,SAGITTA_SPP,MELANOGRAMMUS_AEGLEFINUS
1296,SEBASTES_MENTELLA,MELANOGRAMMUS_AEGLEFINUS
1297,SEBASTES_SPP,MELANOGRAMMUS_AEGLEFINUS
1298,SIMILIPECTEN_GREENLANDICUS,MELANOGRAMMUS_AEGLEFINUS
1299,SPIOPHANES_KROEYERI,MELANOGRAMMUS_AEGLEFINUS
1300,SPIOCHAETOPTERUS_TYPICUS,MELANOGRAMMUS_AEGLEFINUS
1301,STICHOPUS_TREMULUS,MELANOGRAMMUS_AEGLEFINUS
1302,STRONGYLOCENTROTUS_SP,MELANOGRAMMUS_AEGLEFINUS
1303,THEMISTO_ABYSSORUM,MELANOGRAMMUS_AEGLEFINUS
1304,THEMISTO_LIBELLULA,MELANOGRAMMUS_AEGLEFINUS
1305,THYASIRA_GOULDI,MELANOGRAMMUS_AEGLEFINUS
1306,THYSANOESSA_INERMIS,MELANOGRAMMUS_AEGLEFINUS
1307,TRISOPTERUS_ESMARKII,MELANOGRAMMUS_AEGLEFINUS
1308,TRIGLOPS_MURRAYI,MELANOGRAMMUS_AEGLEFINUS
1309,TRIGLOPS_NYBELINI,MELANOGRAMMUS_AEGLEFINUS
1310,TRIGLOPS_PINGELII,MELANOGRAMMUS_AEGLEFINUS
1311,URASTERIAS_LINCKII,MELANOGRAMMUS_AEGLEFINUS
1312,YOLDIELLA_SOLIDULA,MELANOGRAMMUS_AEGLEFINUS
1313,DETRITUS,MENDICULA_FERRUGINOSA
1314,AMMODYTES_SPP,MERLANGIUS_MERLANGUS
1315,ANARHICHAS_LUPUS,MERLANGIUS_MERLANGUS
1316,ARGENTINA_SP,MERLANGIUS_MERLANGUS
1317,CIONA_INTESTINALIS,MERLANGIUS_MERLANGUS
1318,CLUPEA_HARENGUS,MERLANGIUS_MERLANGUS
1319,GADICULUS_ARGENTEUS,MERLANGIUS_MERLANGUS
1320,GADUS_MORHUA,MERLANGIUS_MERLANGUS
1321,GAMMARIDAE_INDET,MERLANGIUS_MERLANGUS
1322,GASTEROSTEUS_ACULEATUS,MERLANGIUS_MERLANGUS
1323,GONATUS_FABRICII,MERLANGIUS_MERLANGUS
1324,HIPPOGLOSSOIDES_PLATESSOIDES,MERLANGIUS_MERLANGUS
1325,LIMANDA_LIMANDA,MERLANGIUS_MERLANGUS
1326,MAUROLICUS_MUELLERI,MERLANGIUS_MERLANGUS
1327,MELANOGRAMMUS_AEGLEFINUS,MERLANGIUS_MERLANGUS
1328,MERLANGIUS_MERLANGUS,MERLANGIUS_MERLANGUS
1329,MICROSTOMUS_KITT,MERLANGIUS_MERLANGUS
1330,PANDALUS_BOREALIS,MERLANGIUS_MERLANGUS
1331,POLYCHAETA,MERLANGIUS_MERLANGUS
1332,PORIFERA_G_SP,MERLANGIUS_MERLANGUS
1333,ROSSIA_SP,MERLANGIUS_MERLANGUS
1334,SAGITTA_SPP,MERLANGIUS_MERLANGUS
1335,SCLEROCRANGON_SP,MERLANGIUS_MERLANGUS
1336,SCOMBER_SCOMBRUS,MERLANGIUS_MERLANGUS
1337,SEBASTES_VIVIPARUS,MERLANGIUS_MERLANGUS
1338,THYSANOESSA_INERMIS,MERLANGIUS_MERLANGUS
1339,THYSANOESSA_LONGICAUDATA,MERLANGIUS_MERLANGUS
1340,THYSANOESSA_RASCHII,MERLANGIUS_MERLANGUS
1341,TRISOPTERUS_ESMARKII,MERLANGIUS_MERLANGUS
1342,CALANUS_FINMARCHICUS,MERTENSIA_OVUM
1343,CALANUS_GLACIALIS,MERTENSIA_OVUM
1344,CALANUS_HYPERBOREUS,MERTENSIA_OVUM
1345,METRIDIA_LONGA,MERTENSIA_OVUM
1346,MICROCALANUS_SPP,MERTENSIA_OVUM
1347,OITHONA_SPINIROSTRIS/ATLANTICA,MERTENSIA_OVUM
1348,PSEUDOCALANUS_SPP,MERTENSIA_OVUM
1349,PHYTOPLANKTON_INDET,METRIDIA_LONGA
1350,PHYTOPLANKTON_INDET,METRIDIA_LUCENS
1351,ACTINIARIA_G_SP,MICROSTOMUS_KITT
1352,POLYCHAETA,MICROSTOMUS_KITT
1353,ANARHICHAS_DENTICULATUS,MICROMESISTIUS_POUTASSOU
1354,ANARHICHAS_LUPUS,MICROMESISTIUS_POUTASSOU
1355,ANARHICHAS_MINOR,MICROMESISTIUS_POUTASSOU
1356,AURELIA_AURITA,MICROMESISTIUS_POUTASSOU
1357,BOREOGADUS_SAIDA,MICROMESISTIUS_POUTASSOU
1358,CALANUS_FINMARCHICUS,MICROMESISTIUS_POUTASSOU
1359,CALANUS_GLACIALIS,MICROMESISTIUS_POUTASSOU
1360,CALANUS_HYPERBOREUS,MICROMESISTIUS_POUTASSOU
1361,CLUPEA_HARENGUS,MICROMESISTIUS_POUTASSOU
1362,CYANEA_CAPILLATA,MICROMESISTIUS_POUTASSOU
1363,GADUS_MORHUA,MICROMESISTIUS_POUTASSOU
1364,GAMMARIDAE_INDET,MICROMESISTIUS_POUTASSOU
1365,GONATUS_FABRICII,MICROMESISTIUS_POUTASSOU
1366,HIPPOGLOSSOIDES_PLATESSOIDES,MICROMESISTIUS_POUTASSOU
1367,LIMACINA_HELICINA,MICROMESISTIUS_POUTASSOU
1368,LIMACINA_RETROVERSA,MICROMESISTIUS_POUTASSOU
1369,LIPARIS_FABRICII,MICROMESISTIUS_POUTASSOU
1370,LIPARIS_GIBBUS,MICROMESISTIUS_POUTASSOU
1371,LIPARIS_MONTAGUI,MICROMESISTIUS_POUTASSOU
1372,LUMPENUS_FABRICII,MICROMESISTIUS_POUTASSOU
1373,LUMPENUS_LAMPRETAEFORMIS,MICROMESISTIUS_POUTASSOU
1374,MALLOTUS_VILLOSUS,MICROMESISTIUS_POUTASSOU
1375,MAUROLICUS_MUELLERI,MICROMESISTIUS_POUTASSOU
1376,MEGANYCTIPHANES_NORVEGICA,MICROMESISTIUS_POUTASSOU
1377,MELANOGRAMMUS_AEGLEFINUS,MICROMESISTIUS_POUTASSOU
1378,MICROMESISTIUS_POUTASSOU,MICROMESISTIUS_POUTASSOU
1379,OIKOPLEURA_SPP,MICROMESISTIUS_POUTASSOU
1380,PANDALUS_BOREALIS,MICROMESISTIUS_POUTASSOU
1381,PAREUCHAETA_NORVEGICA,MICROMESISTIUS_POUTASSOU
1382,PAREUCHAETA_SPP,MICROMESISTIUS_POUTASSOU
1383,POLLACHIUS_VIRENS,MICROMESISTIUS_POUTASSOU
1384,ROSSIA_SP,MICROMESISTIUS_POUTASSOU
1385,SAGITTA_SPP,MICROMESISTIUS_POUTASSOU
1386,SEBASTES_SPP,MICROMESISTIUS_POUTASSOU
1387,THEMISTO_ABYSSORUM,MICROMESISTIUS_POUTASSOU
1388,THEMISTO_LIBELLULA,MICROMESISTIUS_POUTASSOU
1389,THYSANOESSA_INERMIS,MICROMESISTIUS_POUTASSOU
1390,THYSANOESSA_LONGICAUDATA,MICROMESISTIUS_POUTASSOU
1391,THYSANOESSA_RASCHII,MICROMESISTIUS_POUTASSOU
1392,TRISOPTERUS_ESMARKII,MICROMESISTIUS_POUTASSOU
1393,DETRITUS,MICROCALANUS_SPP
1394,BACTERIA_INDET,MIXOTROPH_FLAGELLATES
1395,AUTOTHROPH_FLAGELLAT,MOLPADIA_BOREALIS
1396,DETRITUS,MOLPADIA_BOREALIS
1397,DIATOM,MOLPADIA_BOREALIS
1398,HETEROTROPH_FLAGELLAT,MOLPADIA_BOREALIS
1399,MACROALGAE,MOLPADIA_BOREALIS
1400,PHYTOPLANKTON_INDET,MOLPADIA_BOREALIS
1401,ARGENTINA_SP,MOLVA_MOLVA
1402,GADUS_MORHUA,MOLVA_MOLVA
1403,GONATUS_FABRICII,MOLVA_MOLVA
1404,MICROMESISTIUS_POUTASSOU,MOLVA_MOLVA
1405,OPHIOPHOLIS_ACULEATA,MOLVA_MOLVA
1406,OPHIACANTHA_BIDENTATA,MOLVA_MOLVA
1407,OPHIURA_SP,MOLVA_MOLVA
1408,ROSSIA_SP,MOLVA_MOLVA
1409,THYSANOESSA_RASCHII,MOLVA_MOLVA
1410,TRISOPTERUS_ESMARKII,MOLVA_MOLVA
1411,ARCTOGADUS_GLACIALIS,MONODON_MONOCEROS
1412,BOREOGADUS_SAIDA,MONODON_MONOCEROS
1413,GONATUS_FABRICII,MONODON_MONOCEROS
1414,MALLOTUS_VILLOSUS,MONODON_MONOCEROS
1415,PANDALUS_BOREALIS,MONODON_MONOCEROS
1416,REINHARDTIUS_HIPPOGLOSSOIDES,MONODON_MONOCEROS
1417,SEBASTES_MARINUS,MONODON_MONOCEROS
1418,SEBASTES_SPP,MONODON_MONOCEROS
1419,CLUPEA_HARENGUS,MYOXOCEPHALUS_SCORPIUS
1420,GAMMARIDAE_INDET,MYOXOCEPHALUS_SCORPIUS
1421,GAMMARUS_WILKITZKII,MYOXOCEPHALUS_SCORPIUS
1422,POLYCHAETA,MYOXOCEPHALUS_SCORPIUS
1423,DETRITUS,MYRIOCHELE_HERRI
1424,PHYTOPLANKTON_INDET,NEMATOSCELIS_MEGALOPS
1425,PHYTOPLANKTON_INDET,NEPHTHEIDAE_SP
1426,DETRITUS,NYCTIPHANES_COUCHII
1427,DIATOM,NYCTIPHANES_COUCHII
1428,PHYTOPLANKTON_INDET,NYCTIPHANES_COUCHII
1429,SAGITTA_SPP,NYCTIPHANES_COUCHII
1430,ASTARTE_SP,ODOBENUS_ROSMARUS
1431,BOREOGADUS_SAIDA,ODOBENUS_ROSMARUS
1432,BUCCINUM_SP,ODOBENUS_ROSMARUS
1433,CHLAMYS_ISLANDICA,ODOBENUS_ROSMARUS
1434,ERIGNATHUS_BARBATUS,ODOBENUS_ROSMARUS
1435,HYAS_SP,ODOBENUS_ROSMARUS
1436,LIPARIS_FABRICII,ODOBENUS_ROSMARUS
1437,LIPARIS_GIBBUS,ODOBENUS_ROSMARUS
1438,LIPARIS_MONTAGUI,ODOBENUS_ROSMARUS
1439,MACOMA_SP,ODOBENUS_ROSMARUS
1440,MOLPADIA_BOREALIS,ODOBENUS_ROSMARUS
1441,MYOXOCEPHALUS_SCORPIUS,ODOBENUS_ROSMARUS
1442,PAGOPHILUS_GROENLANDICUS,ODOBENUS_ROSMARUS
1443,PAGURUS_SP,ODOBENUS_ROSMARUS
1444,PHOCA_HISPIDA,ODOBENUS_ROSMARUS
1445,POLYCHAETA,ODOBENUS_ROSMARUS
1446,SCLEROCRANGON_SP,ODOBENUS_ROSMARUS
1447,STRONGYLOCENTROTUS_SP,ODOBENUS_ROSMARUS
1448,BACTERIA_INDET,OIKOPLEURA_DIOICA
1449,DIATOM,OIKOPLEURA_DIOICA
1450,PHYTOPLANKTON_INDET,OIKOPLEURA_DIOICA
1451,BACTERIA_INDET,OIKOPLEURA_SPP
1452,PHYTOPLANKTON_INDET,OIKOPLEURA_SPP
1453,BACTERIA_INDET,OIKOPLEURA_VANHOEFFENI
1454,PHYTOPLANKTON_INDET,OIKOPLEURA_VANHOEFFENI
1455,DIATOM,OITHONA_SPINIROSTRIS/ATLANTICA
1456,PHYTOPLANKTON_INDET,OITHONA_SPINIROSTRIS/ATLANTICA
1457,PHYTOPLANKTON_INDET,OITHONA_SIMILIS
1458,PHYTOPLANKTON_INDET,ONCAEA_BOREALIS
1459,BACTERIA_INDET,ONISIMUS_GLACIALIS
1460,CALANUS_FINMARCHICUS,ONISIMUS_GLACIALIS
1461,CALANUS_GLACIALIS,ONISIMUS_GLACIALIS
1462,CALANUS_HYPERBOREUS,ONISIMUS_GLACIALIS
1463,DETRITUS,ONISIMUS_GLACIALIS
1464,ICE_ALGAE,ONISIMUS_GLACIALIS
1465,PROTOZOOPLANKTON,ONISIMUS_GLACIALIS
1466,BACTERIA_INDET,ONISIMUS_NANSENI
1467,DETRITUS,ONISIMUS_NANSENI
1468,ICE_ALGAE,ONISIMUS_NANSENI
1469,PHYTOPLANKTON_INDET,ONISIMUS_NANSENI
1470,PROTOZOOPLANKTON,ONISIMUS_NANSENI
1471,DETRITUS,OPHIOPHOLIS_ACULEATA
1472,PHYTOPLANKTON_INDET,OPHIOPHOLIS_ACULEATA
1473,DETRITUS,OPHIACANTHA_BIDENTATA
1474,FORAMINIFERA,OPHIACANTHA_BIDENTATA
1475,GAMMARIDAE_INDET,OPHIACANTHA_BIDENTATA
1476,DETRITUS,OPHIOPLEURA_BOREALIS
1477,PHYTOPLANKTON_INDET,OPHIOPLEURA_BOREALIS
1478,DETRITUS,OPHIOSCOLEX_GLACIALIS
1479,DETRITUS,OPHIOCTEN_SERICEUM
1480,AGLAOPHAMUS_MALMGRENI,OPHIURA_SP
1481,DETRITUS,OPHIURA_SP
1482,GAMMARIDAE_INDET,OPHIURA_SP
1483,HYAS_SP,OPHIURA_SP
1484,PHYTOPLANKTON_INDET,OPHIURA_SP
1485,POLYCHAETA,OPHIURA_SP
1486,POLYNOIDAE_INDET,OPHIURA_SP
1487,ALLE_ALLE,ORCINUS_ORCA
1488,CLUPEA_HARENGUS,ORCINUS_ORCA
1489,DELPHINAPTERUS_LEUCAS,ORCINUS_ORCA
1490,FISH_LARVAE,ORCINUS_ORCA
1491,FULMARUS_GLACIALIS,ORCINUS_ORCA
1492,GADUS_MORHUA,ORCINUS_ORCA
1493,GONATUS_FABRICII,ORCINUS_ORCA
1494,LIMANDA_LIMANDA,ORCINUS_ORCA
1495,MONODON_MONOCEROS,ORCINUS_ORCA
1496,PLEURONECTES_PLATESSA,ORCINUS_ORCA
1497,POLLACHIUS_VIRENS,ORCINUS_ORCA
1498,SCOMBER_SCOMBRUS,ORCINUS_ORCA
1499,AUTOTHROPH_FLAGELLAT,OSTRACODA_INDET
1500,BENTHOS_LARVAE,OSTRACODA_INDET
1501,DETRITUS,OSTRACODA_INDET
1502,DIATOM,OSTRACODA_INDET
1503,FORAMINIFERA,OSTRACODA_INDET
1504,HETEROTROPH_FLAGELLAT,OSTRACODA_INDET
1505,AMMODYTES_SPP,PAGOPHILUS_GROENLANDICUS
1506,BOREOGADUS_SAIDA,PAGOPHILUS_GROENLANDICUS
1507,CLUPEA_HARENGUS,PAGOPHILUS_GROENLANDICUS
1508,GADUS_MORHUA,PAGOPHILUS_GROENLANDICUS
1509,GAMMARUS_WILKITZKII,PAGOPHILUS_GROENLANDICUS
1510,GONATUS_FABRICII,PAGOPHILUS_GROENLANDICUS
1511,HIPPOGLOSSOIDES_PLATESSOIDES,PAGOPHILUS_GROENLANDICUS
1512,LIPARIS_FABRICII,PAGOPHILUS_GROENLANDICUS
1513,LIPARIS_GIBBUS,PAGOPHILUS_GROENLANDICUS
1514,LIPARIS_MONTAGUI,PAGOPHILUS_GROENLANDICUS
1515,MALLOTUS_VILLOSUS,PAGOPHILUS_GROENLANDICUS
1516,MEGANYCTIPHANES_NORVEGICA,PAGOPHILUS_GROENLANDICUS
1517,PANDALUS_BOREALIS,PAGOPHILUS_GROENLANDICUS
1518,PLEURONECTES_PLATESSA,PAGOPHILUS_GROENLANDICUS
1519,POLLACHIUS_VIRENS,PAGOPHILUS_GROENLANDICUS
1520,REINHARDTIUS_HIPPOGLOSSOIDES,PAGOPHILUS_GROENLANDICUS
1521,SABINEA_SP,PAGOPHILUS_GROENLANDICUS
1522,SCALIBREGMA_INFLATUM,PAGOPHILUS_GROENLANDICUS
1523,SEBASTES_MARINUS,PAGOPHILUS_GROENLANDICUS
1524,THEMISTO_LIBELLULA,PAGOPHILUS_GROENLANDICUS
1525,THYSANOESSA_INERMIS,PAGOPHILUS_GROENLANDICUS
1526,THYSANOESSA_LONGICAUDATA,PAGOPHILUS_GROENLANDICUS
1527,THYSANOESSA_RASCHII,PAGOPHILUS_GROENLANDICUS
1528,DETRITUS,PAGURUS_SP
1529,PHYTOPLANKTON_INDET,PAGURUS_SP
1530,ARRHIS_PHYLLONYX,PANDALUS_BOREALIS
1531,BENTHOS_LARVAE,PANDALUS_BOREALIS
1532,CALANUS_FINMARCHICUS,PANDALUS_BOREALIS
1533,CALANUS_GLACIALIS,PANDALUS_BOREALIS
1534,CALANUS_HYPERBOREUS,PANDALUS_BOREALIS
1535,DETRITUS,PANDALUS_BOREALIS
1536,FORAMINIFERA,PANDALUS_BOREALIS
1537,LUMBRINERIS_SP,PANDALUS_BOREALIS
1538,MEGANYCTIPHANES_NORVEGICA,PANDALUS_BOREALIS
1539,NYCTIPHANES_COUCHII,PANDALUS_BOREALIS
1540,OITHONA_SPINIROSTRIS/ATLANTICA,PANDALUS_BOREALIS
1541,OITHONA_SIMILIS,PANDALUS_BOREALIS
1542,OSTRACODA_INDET,PANDALUS_BOREALIS
1543,PANDALUS_BOREALIS,PANDALUS_BOREALIS
1544,PARAMPHINOME_JEFFREYSII,PANDALUS_BOREALIS
1545,PHYTOPLANKTON_INDET,PANDALUS_BOREALIS
1546,POLYCHAETA,PANDALUS_BOREALIS
1547,PSEUDOCALANUS_SPP,PANDALUS_BOREALIS
1548,SAGITTA_SPP,PANDALUS_BOREALIS
1549,SPIOCHAETOPTERUS_TYPICUS,PANDALUS_BOREALIS
1550,TEREBELLIDES_STROEMI,PANDALUS_BOREALIS
