,resource,consumer
720,GADUS_MORHUA,FULMARUS_GLACIALIS
721,GAMMARUS_WILKITZKII,FULMARUS_GLACIALIS
722,GONATUS_FABRICII,FULMARUS_GLACIALIS
723,HIPPOGLOSSOIDES_PLATESSOIDES,FULMARUS_GLACIALIS
724,LIMANDA_LIMANDA,FULMARUS_GLACIALIS
725,MALLOTUS_VILLOSUS,FULMARUS_GLACIALIS
726,MEGANYCTIPHANES_NORVEGICA,FULMARUS_GLACIALIS
727,MELANOGRAMMUS_AEGLEFINUS,FULMARUS_GLACIALIS
728,MERLANGIUS_MERLANGUS,FULMARUS_GLACIALIS
729,ONISIMUS_GLACIALIS,FULMARUS_GLACIALIS
730,ONISIMUS_NANSENI,FULMARUS_GLACIALIS
731,OSTRACODA_INDET,FULMARUS_GLACIALIS
732,PAGURUS_SP,FULMARUS_GLACIALIS
733,PANDALUS_BOREALIS,FULMARUS_GLACIALIS
734,ROSSIA_SP,FULMARUS_GLACIALIS
735,SCOMBER_SCOMBRUS,FULMARUS_GLACIALIS
736,SEBASTES_MARINUS,FULMARUS_GLACIALIS
737,SEBASTES_MENTELLA,FULMARUS_GLACIALIS
738,SEBASTES_SPP,FULMARUS_GLACIALIS
739,THEMISTO_ABYSSORUM,FULMARUS_GLACIALIS
740,THEMISTO_LIBELLULA,FULMARUS_GLACIALIS
741,THYSANOESSA_INERMIS,FULMARUS_GLACIALIS
742,TRISOPTERUS_ESMARKII,FULMARUS_GLACIALIS
743,CALANUS_FINMARCHICUS,GADICULUS_ARGENTEUS
744,CALANUS_HYPERBOREUS,GADICULUS_ARGENTEUS
745,EUKROHNIA_HAMATA,GADICULUS_ARGENTEUS
746,HIPPOGLOSSOIDES_PLATESSOIDES,GADICULUS_ARGENTEUS
747,MEGANYCTIPHANES_NORVEGICA,GADICULUS_ARGENTEUS
748,METRIDIA_LONGA,GADICULUS_ARGENTEUS
749,METRIDIA_LUCENS,GADICULUS_ARGENTEUS
750,PAREUCHAETA_NORVEGICA,GADICULUS_ARGENTEUS
751,SAGITTA_SPP,GADICULUS_ARGENTEUS
752,THYSANOESSA_INERMIS,GADICULUS_ARGENTEUS
753,ACARTIA_SPP,GADUS_MORHUA
754,ACTINIARIA_G_SP,GADUS_MORHUA
755,AGLANTHA_DIGITALE,GADUS_MORHUA
756,AGONUS_CATAPHRACTUS,GADUS_MORHUA
757,AMBLYRAJA_HYPERBOREA,GADUS_MORHUA
758,AMBLYRAJA_RADIATA,GADUS_MORHUA
759,AMMODYTES_SPP,GADUS_MORHUA
760,ANARHICHAS_DENTICULATUS,GADUS_MORHUA
761,ANARHICHAS_LUPUS,GADUS_MORHUA
762,ANARHICHAS_MINOR,GADUS_MORHUA
763,ANISARCHUS_MEDIUS,GADUS_MORHUA
764,APHELOCHAETA_MARIONI,GADUS_MORHUA
765,ARCTOZENUS_RISSO,GADUS_MORHUA
766,ARTEDIELLUS_ATLANTICUS,GADUS_MORHUA
767,ASTARTE_SP,GADUS_MORHUA
768,AURELIA_AURITA,GADUS_MORHUA
769,BALANUS_SP,GADUS_MORHUA
770,BATHYRAJA_SPINICAUDA,GADUS_MORHUA
771,BENTHOSEMA_GLACIALE,GADUS_MORHUA
772,BEROË_SP,GADUS_MORHUA
773,BOLINOPSIS_INFUNDIBULUM,GADUS_MORHUA
774,BOREOGADUS_SAIDA,GADUS_MORHUA
775,BROSME_BROSME,GADUS_MORHUA
776,BUCCINUM_SP,GADUS_MORHUA
777,CALANUS_FINMARCHICUS,GADUS_MORHUA
778,CALANUS_GLACIALIS,GADUS_MORHUA
779,CALANUS_HYPERBOREUS,GADUS_MORHUA
780,CAREPROCTUS_SP,GADUS_MORHUA
781,CHIONOECETES_OPILIO,GADUS_MORHUA
782,CLUPEA_HARENGUS,GADUS_MORHUA
783,CTENODISCUS_CRISPATUS,GADUS_MORHUA
784,CUCUMARIA_FRONDOSA,GADUS_MORHUA
785,ENCHELYOPUS_CIMBRIUS,GADUS_MORHUA
786,ERYTHROPS_SP,GADUS_MORHUA
787,FISH_LARVAE,GADUS_MORHUA
788,GADUS_MORHUA,GADUS_MORHUA
789,GAMMARIDAE_INDET,GADUS_MORHUA
790,GASTEROSTEUS_ACULEATUS,GADUS_MORHUA
791,GONATUS_FABRICII,GADUS_MORHUA
792,GYMNELUS_SPP,GADUS_MORHUA
793,GYMNOCANTHUS_TRICUSPIS,GADUS_MORHUA
794,HIPPOGLOSSUS_HIPPOGLOSSUS,GADUS_MORHUA
795,HIPPOGLOSSOIDES_PLATESSOIDES,GADUS_MORHUA
796,HYAS_SP,GADUS_MORHUA
797,ICELUS_SPP,GADUS_MORHUA
798,LEPTAGONUS_DECAGONUS,GADUS_MORHUA
799,LIMANDA_LIMANDA,GADUS_MORHUA
800,LIPARIS_FABRICII,GADUS_MORHUA
801,LIPARIS_GIBBUS,GADUS_MORHUA
802,LIPARIS_MONTAGUI,GADUS_MORHUA
803,LUMPENUS_LAMPRETAEFORMIS,GADUS_MORHUA
804,LUMBRINERIS_SP,GADUS_MORHUA
805,LYCENCHELYS_KOLTHOFFI,GADUS_MORHUA
806,LYCODES_EUDIPLEUROSTICTUS,GADUS_MORHUA
807,LYCODES_GRACILIS,GADUS_MORHUA
808,LYCODES_PALLIDUS,GADUS_MORHUA
809,LYCODES_ROSSI,GADUS_MORHUA
810,MALDANE_SARSI,GADUS_MORHUA
811,MALLOTUS_VILLOSUS,GADUS_MORHUA
812,MAUROLICUS_MUELLERI,GADUS_MORHUA
813,MEGANYCTIPHANES_NORVEGICA,GADUS_MORHUA
814,MELANOGRAMMUS_AEGLEFINUS,GADUS_MORHUA
815,MERLANGIUS_MERLANGUS,GADUS_MORHUA
816,METRIDIA_LONGA,GADUS_MORHUA
817,MICROMESISTIUS_POUTASSOU,GADUS_MORHUA
818,MYOXOCEPHALUS_SCORPIUS,GADUS_MORHUA
819,OIKOPLEURA_SPP,GADUS_MORHUA
820,OITHONA_SPINIROSTRIS/ATLANTICA,GADUS_MORHUA
821,OPHIOPHOLIS_ACULEATA,GADUS_MORHUA
822,OPHIACANTHA_BIDENTATA,GADUS_MORHUA
823,OPHIOCTEN_SERICEUM,GADUS_MORHUA
824,OPHIURA_SP,GADUS_MORHUA
825,OSTRACODA_INDET,GADUS_MORHUA
826,PAGURUS_SP,GADUS_MORHUA
827,PANDALUS_BOREALIS,GADUS_MORHUA
828,PLEURONECTES_PLATESSA,GADUS_MORHUA
829,POLYCHAETA,GADUS_MORHUA
830,POLLACHIUS_VIRENS,GADUS_MORHUA
831,PORIFERA_G_SP,GADUS_MORHUA
832,PSEUDOCALANUS_SPP,GADUS_MORHUA
833,PYCNOGONIDA_G_SP,GADUS_MORHUA
834,RAJELLA_FYLLAE,GADUS_MORHUA
835,REINHARDTIUS_HIPPOGLOSSOIDES,GADUS_MORHUA
836,RHACHOTROPIS_SP,GADUS_MORHUA
837,ROSSIA_SP,GADUS_MORHUA
838,SABINEA_SP,GADUS_MORHUA
839,SAGITTA_SPP,GADUS_MORHUA
840,SCLEROCRANGON_SP,GADUS_MORHUA
841,SEBASTES_MARINUS,GADUS_MORHUA
842,SEBASTES_MENTELLA,GADUS_MORHUA
843,SEBASTES_VIVIPARUS,GADUS_MORHUA
844,SPIOCHAETOPTERUS_TYPICUS,GADUS_MORHUA
845,STRONGYLOCENTROTUS_SP,GADUS_MORHUA
846,TEREBELLIDES_STROEMI,GADUS_MORHUA
847,THEMISTO_ABYSSORUM,GADUS_MORHUA
848,THEMISTO_LIBELLULA,GADUS_MORHUA
849,THYASIRA_GOULDI,GADUS_MORHUA
850,THYSANOESSA_INERMIS,GADUS_MORHUA
851,THYSANOESSA_LONGICAUDATA,GADUS_MORHUA
852,THYSANOESSA_RASCHII,GADUS_MORHUA
853,TRISOPTERUS_ESMARKII,GADUS_MORHUA
854,TRIGLOPS_MURRAYI,GADUS_MORHUA
855,TRIGLOPS_PINGELII,GADUS_MORHUA
856,MALLOTUS_VILLOSUS,GAIDROPSARUS_ARGENTATUS
857,MEGANYCTIPHANES_NORVEGICA,GAIDROPSARUS_ARGENTATUS
858,NYCTIPHANES_COUCHII,GAIDROPSARUS_ARGENTATUS
859,POLYCHAETA,GAIDROPSARUS_ARGENTATUS
860,THEMISTO_ABYSSORUM,GAIDROPSARUS_ARGENTATUS
861,THEMISTO_LIBELLULA,GAIDROPSARUS_ARGENTATUS
862,THYSANOESSA_INERMIS,GAIDROPSARUS_ARGENTATUS
863,THYSANOESSA_LONGICAUDATA,GAIDROPSARUS_ARGENTATUS
864,THYSANOESSA_RASCHII,GAIDROPSARUS_ARGENTATUS
865,DETRITUS,GALATHOWENIA_SP
866,PHYTOPLANKTON_INDET,GALATHOWENIA_SP
867,DETRITUS,GAMMARIDAE_INDET
868,DIATOM,GAMMARIDAE_INDET
869,PHYTOPLANKTON_INDET,GAMMARIDAE_INDET
870,BACTERIA_INDET,GAMMARUS_WILKITZKII
871,CALANUS_FINMARCHICUS,GAMMARUS_WILKITZKII
872,CALANUS_GLACIALIS,GAMMARUS_WILKITZKII
873,CALANUS_HYPERBOREUS,GAMMARUS_WILKITZKII
874,DETRITUS,GAMMARUS_WILKITZKII
875,GAMMARUS_WILKITZKII,GAMMARUS_WILKITZKII
876,ICE_ALGAE,GAMMARUS_WILKITZKII
877,METRIDIA_LONGA,GAMMARUS_WILKITZKII
878,MICROCALANUS_SPP,GAMMARUS_WILKITZKII
879,OITHONA_SPINIROSTRIS/ATLANTICA,GAMMARUS_WILKITZKII
880,PROTOZOOPLANKTON,GAMMARUS_WILKITZKII
881,CALANUS_FINMARCHICUS,GASTEROSTEUS_ACULEATUS
882,CALANUS_GLACIALIS,GASTEROSTEUS_ACULEATUS
883,CALANUS_HYPERBOREUS,GASTEROSTEUS_ACULEATUS
884,FISH_LARVAE,GASTEROSTEUS_ACULEATUS
885,BACTERIA_INDET,GEODIA_SP
886,DETRITUS,GEODIA_SP
887,PHYTOPLANKTON_INDET,GEODIA_SP
888,GAMMARIDAE_INDET,GLYPTOCEPHALUS_CYNOGLOSSUS
889,OPHIURA_SP,GLYPTOCEPHALUS_CYNOGLOSSUS
890,POLYCHAETA,GLYPTOCEPHALUS_CYNOGLOSSUS
891,SCLEROCRANGON_SP,GLYPTOCEPHALUS_CYNOGLOSSUS
892,CALANUS_FINMARCHICUS,GONATUS_FABRICII
893,CALANUS_GLACIALIS,GONATUS_FABRICII
894,CALANUS_HYPERBOREUS,GONATUS_FABRICII
895,GONATUS_FABRICII,GONATUS_FABRICII
896,METRIDIA_LONGA,GONATUS_FABRICII
897,OITHONA_SPINIROSTRIS/ATLANTICA,GONATUS_FABRICII
898,POLLACHIUS_VIRENS,GONATUS_FABRICII
899,THEMISTO_ABYSSORUM,GONATUS_FABRICII
900,THEMISTO_LIBELLULA,GONATUS_FABRICII
901,THYSANOESSA_INERMIS,GONATUS_FABRICII
902,THYSANOESSA_LONGICAUDATA,GONATUS_FABRICII
903,THYSANOESSA_RASCHII,GONATUS_FABRICII
904,CALANUS_GLACIALIS,GORGONOCEPHALUS_SP
905,FISH_LARVAE,GORGONOCEPHALUS_SP
906,MEGANYCTIPHANES_NORVEGICA,GORGONOCEPHALUS_SP
907,APHERUSA_GLACIALIS,GYMNELUS_SPP
908,BALANUS_SP,GYMNELUS_SPP
909,CALANUS_HYPERBOREUS,GYMNELUS_SPP
910,GAMMARIDAE_INDET,GYMNELUS_SPP
911,POLYCHAETA,GYMNELUS_SPP
912,PSEUDOCALANUS_SPP,GYMNELUS_SPP
913,THYSANOESSA_INERMIS,GYMNELUS_SPP
914,CALANUS_HYPERBOREUS,GYMNOCANTHUS_TRICUSPIS
915,MACOMA_SP,GYMNOCANTHUS_TRICUSPIS
916,MALDANE_SARSI,GYMNOCANTHUS_TRICUSPIS
917,METRIDIA_LONGA,GYMNOCANTHUS_TRICUSPIS
918,OIKOPLEURA_VANHOEFFENI,GYMNOCANTHUS_TRICUSPIS
919,POLYCHAETA,GYMNOCANTHUS_TRICUSPIS
920,SCALIBREGMA_INFLATUM,GYMNOCANTHUS_TRICUSPIS
921,SPIOCHAETOPTERUS_TYPICUS,GYMNOCANTHUS_TRICUSPIS
922,TEREBELLIDES_STROEMI,GYMNOCANTHUS_TRICUSPIS
923,THYSANOESSA_RASCHII,GYMNOCANTHUS_TRICUSPIS
924,DETRITUS,HELIOMETRA_GLACIALIS
925,DIATOM,HELIOMETRA_GLACIALIS
926,DETRITUS,HETEROMASTUS_FILIFORMIS
927,AUTOTHROPH_FLAGELLAT,HETEROTROPH_FLAGELLAT
928,BACTERIA_INDET,HETEROTROPH_FLAGELLAT
929,AMMODYTES_SPP,HIPPOGLOSSUS_HIPPOGLOSSUS
930,ASTARTE_SP,HIPPOGLOSSUS_HIPPOGLOSSUS
931,GADUS_MORHUA,HIPPOGLOSSUS_HIPPOGLOSSUS
932,GAMMARIDAE_INDET,HIPPOGLOSSUS_HIPPOGLOSSUS
933,HIPPOGLOSSOIDES_PLATESSOIDES,HIPPOGLOSSUS_HIPPOGLOSSUS
934,LUMBRINERIS_SP,HIPPOGLOSSUS_HIPPOGLOSSUS
935,MELANOGRAMMUS_AEGLEFINUS,HIPPOGLOSSUS_HIPPOGLOSSUS
936,MERLANGIUS_MERLANGUS,HIPPOGLOSSUS_HIPPOGLOSSUS
937,MICROMESISTIUS_POUTASSOU,HIPPOGLOSSUS_HIPPOGLOSSUS
938,NEPHTHEIDAE_SP,HIPPOGLOSSUS_HIPPOGLOSSUS
939,OPHIOPHOLIS_ACULEATA,HIPPOGLOSSUS_HIPPOGLOSSUS
940,OPHIURA_SP,HIPPOGLOSSUS_HIPPOGLOSSUS
941,PAGURUS_SP,HIPPOGLOSSUS_HIPPOGLOSSUS
942,PANDALUS_BOREALIS,HIPPOGLOSSUS_HIPPOGLOSSUS
943,POLYCHAETA,HIPPOGLOSSUS_HIPPOGLOSSUS
944,TEREBELLIDES_STROEMI,HIPPOGLOSSUS_HIPPOGLOSSUS
945,TRIGLOPS_MURRAYI,HIPPOGLOSSUS_HIPPOGLOSSUS
946,YOLDIELLA_SOLIDULA,HIPPOGLOSSUS_HIPPOGLOSSUS
947,BOREOGADUS_SAIDA,HIPPOGLOSSOIDES_PLATESSOIDES
948,CLIONE_LIMACINA,HIPPOGLOSSOIDES_PLATESSOIDES
949,CLUPEA_HARENGUS,HIPPOGLOSSOIDES_PLATESSOIDES
950,CTENODISCUS_CRISPATUS,HIPPOGLOSSOIDES_PLATESSOIDES
951,GYMNELUS_SPP,HIPPOGLOSSOIDES_PLATESSOIDES
952,HYAS_SP,HIPPOGLOSSOIDES_PLATESSOIDES
953,LUMPENUS_FABRICII,HIPPOGLOSSOIDES_PLATESSOIDES
954,LUMPENUS_LAMPRETAEFORMIS,HIPPOGLOSSOIDES_PLATESSOIDES
955,LUMBRINERIS_SP,HIPPOGLOSSOIDES_PLATESSOIDES
956,MALLOTUS_VILLOSUS,HIPPOGLOSSOIDES_PLATESSOIDES
957,OPHIOPHOLIS_ACULEATA,HIPPOGLOSSOIDES_PLATESSOIDES
958,OPHIACANTHA_BIDENTATA,HIPPOGLOSSOIDES_PLATESSOIDES
959,OPHIOCTEN_SERICEUM,HIPPOGLOSSOIDES_PLATESSOIDES
960,OPHIURA_SP,HIPPOGLOSSOIDES_PLATESSOIDES
961,PANDALUS_BOREALIS,HIPPOGLOSSOIDES_PLATESSOIDES
962,POLYCHAETA,HIPPOGLOSSOIDES_PLATESSOIDES
963,SABINEA_SP,HIPPOGLOSSOIDES_PLATESSOIDES
964,THEMISTO_LIBELLULA,HIPPOGLOSSOIDES_PLATESSOIDES
965,TRIGLOPS_PINGELII,HIPPOGLOSSOIDES_PLATESSOIDES
966,ASTERIAS_RUBENS,HYAS_SP
967,CHLAMYS_ISLANDICA,HYAS_SP
968,DETRITUS,HYDROZOA_INDET
969,ASCIDIACEA_G_SP,ICELUS_SPP
970,CALANUS_GLACIALIS,ICELUS_SPP
971,CALANUS_HYPERBOREUS,ICELUS_SPP
972,POLYCHAETA,ICELUS_SPP
973,PSEUDOCALANUS_SPP,ICELUS_SPP
974,RHACHOTROPIS_SP,ICELUS_SPP
975,SAGITTA_SPP,ICELUS_SPP
976,THYSANOESSA_INERMIS,ICELUS_SPP
977,BOREOGADUS_SAIDA,LAGENORHYNCHUS_ALBIROSTRIS
978,CLUPEA_HARENGUS,LAGENORHYNCHUS_ALBIROSTRIS
979,GADUS_MORHUA,LAGENORHYNCHUS_ALBIROSTRIS
980,GONATUS_FABRICII,LAGENORHYNCHUS_ALBIROSTRIS
981,MALLOTUS_VILLOSUS,LAGENORHYNCHUS_ALBIROSTRIS
982,MELANOGRAMMUS_AEGLEFINUS,LAGENORHYNCHUS_ALBIROSTRIS
983,MERLANGIUS_MERLANGUS,LAGENORHYNCHUS_ALBIROSTRIS
984,SCOMBER_SCOMBRUS,LAGENORHYNCHUS_ALBIROSTRIS
985,TRISOPTERUS_ESMARKII,LAGENORHYNCHUS_ALBIROSTRIS
986,ALLE_ALLE,LARUS_ARGENTATUS
987,ASTERIAS_RUBENS,LARUS_ARGENTATUS
988,BALANUS_SP,LARUS_ARGENTATUS
989,CLUPEA_HARENGUS,LARUS_ARGENTATUS
990,CROSSASTER_PAPPOSUS,LARUS_ARGENTATUS
991,GADUS_MORHUA,LARUS_ARGENTATUS
992,MALLOTUS_VILLOSUS,LARUS_ARGENTATUS
993,ALLE_ALLE,LARUS_HYPERBOREUS
994,AMMODYTES_SPP,LARUS_HYPERBOREUS
995,BOREOGADUS_SAIDA,LARUS_HYPERBOREUS
996,CLUPEA_HARENGUS,LARUS_HYPERBOREUS
997,GADUS_MORHUA,LARUS_HYPERBOREUS
998,MALLOTUS_VILLOSUS,LARUS_HYPERBOREUS
999,SEBASTES_MARINUS,LARUS_HYPERBOREUS
1000,SEBASTES_MENTELLA,LARUS_HYPERBOREUS
1001,ASTERIAS_RUBENS,LARUS_MARINUS
1002,BALANUS_SP,LARUS_MARINUS
1003,CLUPEA_HARENGUS,LARUS_MARINUS
1004,GADUS_MORHUA,LARUS_MARINUS
1005,MALLOTUS_VILLOSUS,LARUS_MARINUS
1006,CALANUS_FINMARCHICUS,LEPTAGONUS_DECAGONUS
1007,CALANUS_GLACIALIS,LEPTAGONUS_DECAGONUS
1008,CALANUS_HYPERBOREUS,LEPTAGONUS_DECAGONUS
1009,GAMMARIDAE_INDET,LEPTAGONUS_DECAGONUS
1010,METRIDIA_LONGA,LEPTAGONUS_DECAGONUS
1011,PAREUCHAETA_SPP,LEPTAGONUS_DECAGONUS
1012,POLYCHAETA,LEPTAGONUS_DECAGONUS
1013,POLYNOIDAE_INDET,LEPTAGONUS_DECAGONUS
1014,THEMISTO_LIBELLULA,LEPTAGONUS_DECAGONUS
1015,THYSANOESSA_INERMIS,LEPTAGONUS_DECAGONUS
1016,THYSANOESSA_LONGICAUDATA,LEPTAGONUS_DECAGONUS
1017,GAMMARIDAE_INDET,LEPTOCLINUS_MACULATUS
1018,POLYCHAETA,LEPTOCLINUS_MACULATUS
1019,APHERUSA_GLACIALIS,LIMACINA_HELICINA
1020,CALANUS_FINMARCHICUS,LIMACINA_HELICINA
1021,CALANUS_GLACIALIS,LIMACINA_HELICINA
1022,CALANUS_HYPERBOREUS,LIMACINA_HELICINA
1023,GAMMARUS_WILKITZKII,LIMACINA_HELICINA
1024,METRIDIA_LONGA,LIMACINA_HELICINA
1025,OITHONA_SPINIROSTRIS/ATLANTICA,LIMACINA_HELICINA
1026,ONISIMUS_GLACIALIS,LIMACINA_HELICINA
1027,ONISIMUS_NANSENI,LIMACINA_HELICINA
1028,PHYTOPLANKTON_INDET,LIMACINA_HELICINA
1029,PSEUDOCALANUS_SPP,LIMACINA_HELICINA
1030,AMMODYTES_SPP,LIMANDA_LIMANDA
1031,ASTERIAS_RUBENS,LIMANDA_LIMANDA
1032,BALANUS_SP,LIMANDA_LIMANDA
1033,BUCCINUM_SP,LIMANDA_LIMANDA
1034,CROSSASTER_PAPPOSUS,LIMANDA_LIMANDA
1035,MACOMA_SP,LIMANDA_LIMANDA
1036,OPHIOPHOLIS_ACULEATA,LIMANDA_LIMANDA
1037,OPHIACANTHA_BIDENTATA,LIMANDA_LIMANDA
1038,OPHIURA_SP,LIMANDA_LIMANDA
1039,PAGURUS_SP,LIMANDA_LIMANDA
1040,PANDALUS_BOREALIS,LIMANDA_LIMANDA
1041,POLYCHAETA,LIMANDA_LIMANDA
1042,SCLEROCRANGON_SP,LIMANDA_LIMANDA
1043,STRONGYLOCENTROTUS_SP,LIMANDA_LIMANDA
1044,TEREBELLIDES_STROEMI,LIMANDA_LIMANDA
1045,APHERUSA_GLACIALIS,LIMACINA_RETROVERSA
1046,CALANUS_FINMARCHICUS,LIMACINA_RETROVERSA
1047,CALANUS_GLACIALIS,LIMACINA_RETROVERSA
1048,CALANUS_HYPERBOREUS,LIMACINA_RETROVERSA
1049,GAMMARUS_WILKITZKII,LIMACINA_RETROVERSA
1050,METRIDIA_LONGA,LIMACINA_RETROVERSA
1051,OITHONA_SPINIROSTRIS/ATLANTICA,LIMACINA_RETROVERSA
1052,ONISIMUS_GLACIALIS,LIMACINA_RETROVERSA
1053,ONISIMUS_NANSENI,LIMACINA_RETROVERSA
1054,PHYTOPLANKTON_INDET,LIMACINA_RETROVERSA
1055,PSEUDOCALANUS_SPP,LIMACINA_RETROVERSA
1056,CALANUS_HYPERBOREUS,LIPARIS_FABRICII
1057,METRIDIA_LONGA,LIPARIS_FABRICII
1058,ONCAEA_BOREALIS,LIPARIS_FABRICII
1059,PSEUDOCALANUS_SPP,LIPARIS_FABRICII
1060,MALLOTUS_VILLOSUS,LIPARIS_GIBBUS
1061,POLYCHAETA,LIPARIS_GIBBUS
1062,THEMISTO_ABYSSORUM,LIPARIS_GIBBUS
1063,THEMISTO_LIBELLULA,LIPARIS_GIBBUS
1064,CALANUS_HYPERBOREUS,LIPARIS_MONTAGUI
1065,GAMMARIDAE_INDET,LIPARIS_MONTAGUI
1066,OSTRACODA_INDET,LIPARIS_MONTAGUI
1067,PSEUDOCALANUS_SPP,LIPARIS_MONTAGUI
1068,FISH_LARVAE,LUMPENUS_FABRICII
1069,POLYCHAETA,LUMPENUS_FABRICII
1070,CALANUS_FINMARCHICUS,LUMPENUS_LAMPRETAEFORMIS
1071,CALANUS_GLACIALIS,LUMPENUS_LAMPRETAEFORMIS
1072,CALANUS_HYPERBOREUS,LUMPENUS_LAMPRETAEFORMIS
1073,DETRITUS,LUMPENUS_LAMPRETAEFORMIS
1074,FORAMINIFERA,LUMPENUS_LAMPRETAEFORMIS
1075,GAMMARIDAE_INDET,LUMPENUS_LAMPRETAEFORMIS
1076,OSTRACODA_INDET,LUMPENUS_LAMPRETAEFORMIS
1077,THYSANOESSA_LONGICAUDATA,LUMPENUS_LAMPRETAEFORMIS
1078,THYSANOESSA_RASCHII,LUMPENUS_LAMPRETAEFORMIS
1079,AUTOTHROPH_FLAGELLAT,LUMBRICLYMENE_MINOR
1080,DETRITUS,LUMBRICLYMENE_MINOR
1081,DIATOM,LUMBRICLYMENE_MINOR
1082,HETEROTROPH_FLAGELLAT,LUMBRICLYMENE_MINOR
1083,PHYTOPLANKTON_INDET,LUMBRICLYMENE_MINOR
1084,CIRRATULIDAE_INDET,LUMBRINERIS_SP
1085,DETRITUS,LUMBRINERIS_SP
1086,HETEROMASTUS_FILIFORMIS,LUMBRINERIS_SP
1087,LUMBRINERIS_SP,LUMBRINERIS_SP
1088,OSTRACODA_INDET,LUMBRINERIS_SP
1089,SPIOPHANES_KROEYERI,LUMBRINERIS_SP
1090,BRYOZOA_INDET,LYCODES_ESMARKII
1091,DETRITUS,LYCODES_ESMARKII
1092,GAMMARIDAE_INDET,LYCODES_ESMARKII
1093,LUMBRINERIS_SP,LYCODES_ESMARKII
1094,OPHIOCTEN_SERICEUM,LYCODES_ESMARKII
1095,POLYCHAETA,LYCODES_ESMARKII
1096,THEMISTO_LIBELLULA,LYCODES_ESMARKII
1097,THYSANOESSA_INERMIS,LYCODES_ESMARKII
1098,OPHIURA_SP,LYCODES_EUDIPLEUROSTICTUS
1099,OSTRACODA_INDET,LYCODES_EUDIPLEUROSTICTUS
1100,POLYCHAETA,LYCODES_EUDIPLEUROSTICTUS
1101,GAMMARIDAE_INDET,LYCODES_GRACILIS
1102,POLYCHAETA,LYCODES_GRACILIS
1103,YOLDIELLA_SOLIDULA,LYCODES_GRACILIS
1104,GAMMARIDAE_INDET,LYCENCHELYS_KOLTHOFFI
1105,MALLOTUS_VILLOSUS,LYCENCHELYS_KOLTHOFFI
1106,MEGANYCTIPHANES_NORVEGICA,LYCENCHELYS_KOLTHOFFI
1107,OPHIOPHOLIS_ACULEATA,LYCENCHELYS_KOLTHOFFI
1108,OPHIURA_SP,LYCENCHELYS_KOLTHOFFI
1109,DETRITUS,LYCODES_PALLIDUS
1110,GAMMARIDAE_INDET,LYCODES_PALLIDUS
1111,MEGANYCTIPHANES_NORVEGICA,LYCODES_PALLIDUS
1112,OPHIOPHOLIS_ACULEATA,LYCODES_PALLIDUS
1113,OPHIACANTHA_BIDENTATA,LYCODES_PALLIDUS
1114,OPHIOCTEN_SERICEUM,LYCODES_PALLIDUS
1115,OPHIURA_SP,LYCODES_PALLIDUS
1116,PANDALUS_BOREALIS,LYCODES_PALLIDUS
1117,POLYCHAETA,LYCODES_PALLIDUS
1118,SCLEROCRANGON_SP,LYCODES_PALLIDUS
1119,SPIOCHAETOPTERUS_TYPICUS,LYCODES_PALLIDUS
1120,STRONGYLOCENTROTUS_SP,LYCODES_PALLIDUS
1121,TEREBELLIDES_STROEMI,LYCODES_PALLIDUS
1122,THEMISTO_ABYSSORUM,LYCODES_PALLIDUS
1123,THEMISTO_LIBELLULA,LYCODES_PALLIDUS
1124,THYSANOESSA_INERMIS,LYCODES_PALLIDUS
1125,THYSANOESSA_LONGICAUDATA,LYCODES_PALLIDUS
1126,THYSANOESSA_RASCHII,LYCODES_PALLIDUS
1127,YOLDIELLA_SOLIDULA,LYCODES_PALLIDUS
1128,MALLOTUS_VILLOSUS,LYCODES_RETICULATUS
1129,MEGANYCTIPHANES_NORVEGICA,LYCODES_RETICULATUS
1130,PANDALUS_BOREALIS,LYCODES_RETICULATUS
1131,THEMISTO_ABYSSORUM,LYCODES_RETICULATUS
1132,THEMISTO_LIBELLULA,LYCODES_RETICULATUS
1133,THYSANOESSA_INERMIS,LYCODES_RETICULATUS
1134,THYSANOESSA_LONGICAUDATA,LYCODES_RETICULATUS
1135,THYSANOESSA_RASCHII,LYCODES_RETICULATUS
1136,MEGANYCTIPHANES_NORVEGICA,LYCODES_ROSSI
1137,PANDALUS_BOREALIS,LYCODES_ROSSI
1138,THYSANOESSA_INERMIS,LYCODES_ROSSI
1139,THYSANOESSA_LONGICAUDATA,LYCODES_ROSSI
1140,PANDALUS_BOREALIS,LYCODES_SEMINUDUS
1141,THEMISTO_ABYSSORUM,LYCODES_SEMINUDUS
1142,THEMISTO_LIBELLULA,LYCODES_SEMINUDUS
1143,THYSANOESSA_INERMIS,LYCODES_SEMINUDUS
1144,THYSANOESSA_RASCHII,LYCODES_SEMINUDUS
1145,APHERUSA_GLACIALIS,MACROURUS_BERGLAX
1146,BROSME_BROSME,MACROURUS_BERGLAX
1147,CALANUS_FINMARCHICUS,MACROURUS_BERGLAX
1148,CIONA_INTESTINALIS,MACROURUS_BERGLAX
1149,CLUPEA_HARENGUS,MACROURUS_BERGLAX
1150,CROSSASTER_PAPPOSUS,MACROURUS_BERGLAX
1151,FISH_LARVAE,MACROURUS_BERGLAX
1152,GAMMARIDAE_INDET,MACROURUS_BERGLAX
1153,MACROURUS_BERGLAX,MACROURUS_BERGLAX
