,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,radial_velocity,radial_velocity_error,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,dist
0,337174006687747968,40.70083118463469,0.0508699850848029,42.80242807204314,0.0362515255056474,0.9283545091691904,0.0635229094254372,4.548895808315484,0.0759798872702589,-1.8053334070023204,0.0663859968727475,14.878363,,,Gaia DR2 337174006687747968,40.7008044904852,42.8024358450033,0.9284,4.549,-1.805,0.0,1.4973028424667763e-09
1,337175415437021824,40.714042338028015,0.0847722254659323,42.79790382423192,0.0840994578313813,2.100927495906063,0.1226326705196681,1.528657246047474,0.1403448784614284,-6.057273645688289,0.1424811502561564,12.808669,-7.8596043879209745,10.48343472088209,Gaia DR2 337175415437021824,40.7140333681099,42.7979299041529,2.1009,1.529,-6.057,-8.2,1.8798267499339806e-09
2,337175346717538304,40.74812556749651,0.0798110026982877,42.80652997512114,0.0477979527706224,1.9508032983572656,0.0911618871757053,0.8698276349033247,0.102655361597986,-5.823097112888048,0.0929981924101042,15.170338,,,Gaia DR2 337175346717538304,40.7481204627731,42.8065550467892,1.9508,0.87,-5.823,-6.7,8.485586853308251e-10
3,337175552875965824,40.7341543539816,0.0884043671645667,42.81889658099008,0.0789376219838394,1.3201218080984192,0.1100277510105147,3.3347524359567333,0.1579825383924311,-4.060684031554751,0.1440627635797316,10.9101925,,,Gaia DR2 337175552875965824,40.7341347795391,42.8189140644891,1.3201,3.335,-4.061,0.0,1.7283990644199007e-09
4,337178439093990656,40.69062454385164,0.0751225685581322,42.82027628578421,0.0523098978099167,2.039457426712512,0.0904004512629215,0.7134294486049075,0.1219371189286801,-5.811441717115686,0.1026636311812355,8.249465,,,Gaia DR2 337178439093990656,40.6906203560454,42.8203013072693,2.0395,0.713,-5.811,-16.0,2.6428979373088733e-09
5,337178503517166208,40.68655407500199,0.080464870115505,42.8240537007431,0.0613767662222538,1.962823343567971,0.1024008554833217,0.5543173430804034,0.12832041792879,-5.903971156570471,0.1160124085393747,10.288737,,,Gaia DR2 337178503517166208,40.6865508209795,42.8240791206189,1.9628,0.554,-5.904,0.0,1.3729535284871091e-09
6,337176995984984960,40.66641558337994,0.0718316099974742,42.81231032319334,0.0483173252286286,0.1172568298722407,0.0873438558730026,0.7275969071335756,0.1009149569822762,-2.226797272626575,0.0917342017548014,15.367575,,,Gaia DR2 337176995984984960,40.6664113129624,42.8123199107926,0.1173,0.728,-2.227,0.0,1.9423114992031022e-09
7,337177167783677056,40.63452267876141,0.047051539376761,42.81829529335132,0.0327861800733811,1.916517789304898,0.0587868135191669,0.8548256579603501,0.0728848138630686,-5.166972569436737,0.0668997139721867,14.659524,,,Gaia DR2 337177167783677056,40.6345176611253,42.8183175400387,1.9165,0.855,-5.167,0.0,7.585965419017884e-10
8,337177236503146624,40.66275249459271,0.0614895693390578,42.82971489560727,0.0391230542954423,1.9462460450039345,0.0727344786587512,0.5044143599436457,0.0962604883180612,-5.756880183210535,0.0776671670307907,11.383089,,,Gaia DR2 337177236503146624,40.6627495332457,42.8297396821747,1.9462,0.504,-5.757,0.0,1.858019054377325e-09
9,337178537876901888,40.68696755371442,0.0651536875551582,42.84544428975202,0.0404694764024002,1.76468263572364,0.0761737911213444,-10.448965166813554,0.0864784713224424,-4.231609227071345,0.0789109069587396,12.443459,0.7922339985662958,4.031527527564218,Gaia DR2 337178537876901888,40.6870289137566,42.8454625091647,1.7647,-10.449,-4.232,0.79,1.719694833773212e-09
10,337175552875962368,40.7422526660586,0.0616028551758593,42.829455296527605,0.0660305562833337,0.1372111251442648,0.0949108148423821,-1.0391678930178905,0.0995816954629024,-4.046642394929059,0.0988353170952444,15.333184,,,Gaia DR2 337175552875962368,40.7422587668433,42.8294727195711,0.1372,-1.039,-4.047,0.0,1.701754568116865e-09
11,337175651659849856,40.73914523684039,0.092191000333378,42.84309884896148,0.0603873682021166,0.3134953157016944,0.0867748410317554,3.0049534957211583,0.1292416107573397,0.4435217508491521,0.1031501682536498,15.447381,,,Gaia DR2 337175651659849856,40.7391275913601,42.8430969393526,0.3135,3.005,0.444,0.0,2.066195302420968e-09
