,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,radial_velocity,radial_velocity_error,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,dist
0,420964523671176960,1.344355151453423,0.0222307911417129,56.12312367169644,0.0204335693871993,0.1836468400651873,0.0351315596049714,-1.745598911905923,0.0472822939471867,-1.444537024461107,0.0374674738718248,15.292637,,,Gaia DR2 420964523671176960,1.3443686348376,56.1231298912301,0.0,0.0,0.0,0.0,9.75548323682093e-06
1,420964558030914304,1.3501595087494556,0.0245859790369946,56.13724491897568,0.0228333684678466,0.6241360131794166,0.0393761431073456,-2.908689553942526,0.0505896997443293,-3.4458720521602864,0.0413911273428735,14.895134,,,Gaia DR2 420964558030914304,1.3501819843541,56.1372597553672,0.0,0.0,0.0,0.0,1.94153866313721e-05
2,420964725531434624,1.3244895188731691,0.0231579275194244,56.149334627020416,0.0214887844545507,0.1781001065447809,0.0381247545507789,-2.1624600695164653,0.0491236091040778,0.0552588488152859,0.0393325243805195,15.316231,,,Gaia DR2 420964725531434624,1.3245062335712,56.1493343890992,0.0,0.0,0.0,0.0,9.313631332804156e-06
3,420964695469863552,1.3291426112354043,0.0283729387721664,56.17002741833956,0.0258352918747958,0.2107748431464428,0.0449972686543139,-2.010661601590832,0.0581517738908593,-0.9723979817739146,0.0468472386489445,15.861542,,,Gaia DR2 420964695469863552,1.3291581609855,56.1700316050521,0.0,0.0,0.0,0.0,9.616261370190005e-06
4,420965107786724096,1.3517774406862424,0.0273482292157915,56.17446355648454,0.0234979249784978,0.4842886313312015,0.0417801421403722,3.3648307528646444,0.054711803194448,-3.773349980691309,0.0430494625073133,15.586416,,,Gaia DR2 420965107786724096,1.351751415253,56.1744798028498,0.0,0.0,0.0,0.0,2.176766264521558e-05
5,420964454951694592,1.369738407905882,0.024832617433316,56.181203854864336,0.0220978097393643,0.4819537585371645,0.0384895599617408,-2.8176693109203392,0.050151911802435,-2.238107788819623,0.0405999142066295,15.430484,,,Gaia DR2 420964454951694592,1.3697602051177,56.1812134911598,0.0,0.0,0.0,0.0,1.5493053817653183e-05
6,420964386232348928,1.3907526714052505,0.0329229993641215,56.18222460592048,0.0293210175254853,0.4012998485478699,0.0501137380010986,-7.2501521146884835,0.0698361204316153,-5.214927028154954,0.0546899702877446,16.004461,,,Gaia DR2 420964386232348928,1.390808759377,56.1822470590658,0.0,0.0,0.0,0.0,3.845229199826405e-05
7,420964386232219648,1.3907476779173094,0.0234311666138162,56.17072369058936,0.0224804129924626,1.013635650935396,0.0353427318693611,-12.226548941923587,0.0480006292873758,-2.3408709055447368,0.0407729944378861,10.349059,-30.622825255753003,0.4919090376491472,Gaia DR2 420964386232219648,1.3908422354319,56.1707337692981,1.0136,-12.227,-2.341,-30.62,2.08023911350525e-09
8,420964317512743808,1.376592357088968,0.0175328613386984,56.15815413942628,0.0158694034851271,0.100289901509091,0.02739714877281,-3.224980844023847,0.0353250814079263,-0.1857759012380443,0.0288573543985202,14.50054,,,Gaia DR2 420964317512743808,1.3766172902462,56.1581549392922,0.0,0.0,0.0,0.0,1.3908353426647387e-05
9,420963905195885824,1.3730806165059044,0.0194591713783407,56.134898728071526,0.0186672420919119,0.1387105467150839,0.0312073227083228,-1.634876802815959,0.0397663307785548,-0.6540678182213973,0.0336224047786589,14.98539,,,Gaia DR2 420963905195885824,1.3730932485144,56.1349015441962,0.0,0.0,0.0,0.0,7.581479255079628e-06
10,420963836476410112,1.4027758609312762,0.0224404233696902,56.12723890018809,0.0213600830794262,0.9156147505041888,0.035811748281696,-6.394112930694184,0.0460608555159651,-2.241491664745733,0.0397350864701443,15.357492,,,Gaia DR2 420963836476410112,1.4028252557336,56.1272485510451,0.0,0.0,0.0,0.0,2.9172788832203488e-05
